U,Gamma,real1,real2,real3,real4,real5
1,0.1,0.01607210559784278,0.016650177291936075,0.016898648360214708,0.016875468960261486,0.01695458187196408
1,0.5,0.017081566767970457,0.016844404231999732,0.016353981635699455,0.016055443308726325,0.016876872177629565
1,1,0.014870454546723977,0.015628858679818336,0.017499346904212842,0.016039992059120323,0.018028355690255182
1,2,0.015347649688276732,0.012996558660411495,0.017503286268556906,0.014925726493430602,0.015054572227636953
1,3,0.016707942632208983,0.014458951604474635,0.0134452303468926,0.014955915082154547,0.013684892813625282
1,4,0.014311387187277091,0.03788852015469857,0.021405986389098075,0.01220029921466903,0.01503099170516009
1,5,0.019059469268803753,0.014026985734936659,0.015324170437029494,0.01960808097589961,0.03338314602700265
